Adv_ID,CH-lvl,size,level_id,name,tier,snakes,path_mode,path_count,total_unique_solutions,solves_file,solve_count,tilebag_key,tiles_json
5439,T,5x6,5x6-0B-AFB,AFB,0B,1,single,1,1,5x6-0B-AFB.json,1,ET_LRx3_QC_RC_SH_SSx2_SZ_UTx2_VLx3,"{""ET"": 1, ""LR"": 3, ""QC"": 1, ""RC"": 1, ""SH"": 1, ""SS"": 2, ""SZ"": 1, ""UT"": 2, ""VL"": 3}"
5440,,5x6,5x6-0B-AFC,AFC,0B,1,single,1,1,5x6-0B-AFC.json,1,ET_LRx3_QC_RC_SH_SSx2_SZx2_UTx4,"{""ET"": 1, ""LR"": 3, ""QC"": 1, ""RC"": 1, ""SH"": 1, ""SS"": 2, ""SZ"": 2, ""UT"": 4}"
5441,,5x6,5x6-0B-AFD,AFD,0B,1,single,1,1,5x6-0B-AFD.json,1,ET_LRx3_QC_RC_SH_SSx3_SZx2_UTx2_VL,"{""ET"": 1, ""LR"": 3, ""QC"": 1, ""RC"": 1, ""SH"": 1, ""SS"": 3, ""SZ"": 2, ""UT"": 2, ""VL"": 1}"
5442,,5x6,5x6-0B-AFE,AFE,0B,1,single,1,1,5x6-0B-AFE.json,1,ET_LRx3_QC_RC_SH_SSx3_SZx3_UTx2,"{""ET"": 1, ""LR"": 3, ""QC"": 1, ""RC"": 1, ""SH"": 1, ""SS"": 3, ""SZ"": 3, ""UT"": 2}"
5443,,5x6,5x6-0B-AFF,AFF,0B,1,single,1,1,5x6-0B-AFF.json,1,ET_LRx3_QC_RCx2_SH_UTx5_VLx2,"{""ET"": 1, ""LR"": 3, ""QC"": 1, ""RC"": 2, ""SH"": 1, ""UT"": 5, ""VL"": 2}"
5444,,5x6,5x6-0B-AFG,AFG,0B,1,single,1,1,5x6-0B-AFG.json,1,ET_LRx3_QC_RCx2_SH_SS_UTx4_VLx2,"{""ET"": 1, ""LR"": 3, ""QC"": 1, ""RC"": 2, ""SH"": 1, ""SS"": 1, ""UT"": 4, ""VL"": 2}"
5445,,5x6,5x6-0B-AFH,AFH,0B,1,single,1,1,5x6-0B-AFH.json,1,ET_LRx3_QC_RCx2_SH_SS_SZ_UTx2_VLx3,"{""ET"": 1, ""LR"": 3, ""QC"": 1, ""RC"": 2, ""SH"": 1, ""SS"": 1, ""SZ"": 1, ""UT"": 2, ""VL"": 3}"
5446,,5x6,5x6-0B-AFI,AFI,0B,1,single,1,1,5x6-0B-AFI.json,1,ET_LRx3_QC_RCx2_SH_SSx2_UT_VLx4,"{""ET"": 1, ""LR"": 3, ""QC"": 1, ""RC"": 2, ""SH"": 1, ""SS"": 2, ""UT"": 1, ""VL"": 4}"
5447,,5x6,5x6-0B-AFJ,AFJ,0B,1,single,1,1,5x6-0B-AFJ.json,1,ET_LRx3_QC_RCx2_SH_SSx2_SZ_UTx3_VL,"{""ET"": 1, ""LR"": 3, ""QC"": 1, ""RC"": 2, ""SH"": 1, ""SS"": 2, ""SZ"": 1, ""UT"": 3, ""VL"": 1}"
5448,,5x6,5x6-0B-AFK,AFK,0B,1,single,1,1,5x6-0B-AFK.json,1,ET_LRx3_QC_RCx2_SH_SSx2_SZx2_UTx2_VL,"{""ET"": 1, ""LR"": 3, ""QC"": 1, ""RC"": 2, ""SH"": 1, ""SS"": 2, ""SZ"": 2, ""UT"": 2, ""VL"": 1}"
5449,,5x6,5x6-0B-AFL,AFL,0B,1,single,1,1,5x6-0B-AFL.json,1,ET_LRx3_QC_RCx2_SH_SSx3_SZ_VLx3,"{""ET"": 1, ""LR"": 3, ""QC"": 1, ""RC"": 2, ""SH"": 1, ""SS"": 3, ""SZ"": 1, ""VL"": 3}"
5450,,5x6,5x6-0B-AFM,AFM,0B,1,single,1,1,5x6-0B-AFM.json,1,ET_LRx3_QC_RCx2_SH_SSx3_SZx3_UT,"{""ET"": 1, ""LR"": 3, ""QC"": 1, ""RC"": 2, ""SH"": 1, ""SS"": 3, ""SZ"": 3, ""UT"": 1}"
5451,,5x6,5x6-0B-AFN,AFN,0B,1,single,1,1,5x6-0B-AFN.json,1,ET_LRx3_QC_RCx3_SH_UTx2_VLx4,"{""ET"": 1, ""LR"": 3, ""QC"": 1, ""RC"": 3, ""SH"": 1, ""UT"": 2, ""VL"": 4}"
5452,,5x6,5x6-0B-AFO,AFO,0B,1,single,1,1,5x6-0B-AFO.json,1,ET_LRx3_QC_RCx3_SH_SZx2_UTx2_VLx2,"{""ET"": 1, ""LR"": 3, ""QC"": 1, ""RC"": 3, ""SH"": 1, ""SZ"": 2, ""UT"": 2, ""VL"": 2}"
5453,,5x6,5x6-0B-AFP,AFP,0B,1,single,1,1,5x6-0B-AFP.json,1,ET_LRx3_QC_RCx3_SH_SS_UTx3_VLx2,"{""ET"": 1, ""LR"": 3, ""QC"": 1, ""RC"": 3, ""SH"": 1, ""SS"": 1, ""UT"": 3, ""VL"": 2}"
5454,,5x6,5x6-0B-AFQ,AFQ,0B,1,single,1,1,5x6-0B-AFQ.json,1,ET_LRx3_QC_RCx3_SH_SSx2_UTx3_VL,"{""ET"": 1, ""LR"": 3, ""QC"": 1, ""RC"": 3, ""SH"": 1, ""SS"": 2, ""UT"": 3, ""VL"": 1}"
5455,,5x6,5x6-0B-AFR,AFR,0B,1,single,1,1,5x6-0B-AFR.json,1,ET_LRx3_QC_RCx3_SH_SSx2_SZ_UTx2_VL,"{""ET"": 1, ""LR"": 3, ""QC"": 1, ""RC"": 3, ""SH"": 1, ""SS"": 2, ""SZ"": 1, ""UT"": 2, ""VL"": 1}"
5456,,5x6,5x6-0B-AFS,AFS,0B,1,single,1,1,5x6-0B-AFS.json,1,ET_LRx3_QC_RCx3_SH_SSx4_UTx2,"{""ET"": 1, ""LR"": 3, ""QC"": 1, ""RC"": 3, ""SH"": 1, ""SS"": 4, ""UT"": 2}"
5457,,5x6,5x6-0B-AFT,AFT,0B,1,single,1,1,5x6-0B-AFT.json,1,ET_LRx3_QC_RCx3_SH_SSx3_SZx2_UT,"{""ET"": 1, ""LR"": 3, ""QC"": 1, ""RC"": 3, ""SH"": 1, ""SS"": 3, ""SZ"": 2, ""UT"": 1}"
5458,,5x6,5x6-0B-AFU,AFU,0B,1,single,1,1,5x6-0B-AFU.json,1,ET_LRx3_QC_RCx4_SH_SSx2_UTx2_VL,"{""ET"": 1, ""LR"": 3, ""QC"": 1, ""RC"": 4, ""SH"": 1, ""SS"": 2, ""UT"": 2, ""VL"": 1}"
5459,,5x6,5x6-0B-AFV,AFV,0B,1,single,1,1,5x6-0B-AFV.json,1,ET_LRx3_QC_QS_SH_SSx3_SZx3_UTx2,"{""ET"": 1, ""LR"": 3, ""QC"": 1, ""QS"": 1, ""SH"": 1, ""SS"": 3, ""SZ"": 3, ""UT"": 2}"
5460,,5x6,5x6-0B-AFW,AFW,0B,1,single,1,1,5x6-0B-AFW.json,1,ET_LRx3_QC_QS_RC_SH_UTx5_VLx2,"{""ET"": 1, ""LR"": 3, ""QC"": 1, ""QS"": 1, ""RC"": 1, ""SH"": 1, ""UT"": 5, ""VL"": 2}"
5461,,5x6,5x6-0B-AFX,AFX,0B,1,single,1,1,5x6-0B-AFX.json,1,ET_LRx3_QC_QS_RC_SH_SS_SZ_UTx2_VLx3,"{""ET"": 1, ""LR"": 3, ""QC"": 1, ""QS"": 1, ""RC"": 1, ""SH"": 1, ""SS"": 1, ""SZ"": 1, ""UT"": 2, ""VL"": 3}"
5462,,5x6,5x6-0B-AFY,AFY,0B,1,single,1,1,5x6-0B-AFY.json,1,ET_LRx3_QC_QS_RC_SH_SS_SZx2_VLx4,"{""ET"": 1, ""LR"": 3, ""QC"": 1, ""QS"": 1, ""RC"": 1, ""SH"": 1, ""SS"": 1, ""SZ"": 2, ""VL"": 4}"
5463,,5x6,5x6-0B-AFZ,AFZ,0B,1,single,1,1,5x6-0B-AFZ.json,1,ET_LRx3_QC_QS_RC_SH_SSx2_SZ_UTx3_VL,"{""ET"": 1, ""LR"": 3, ""QC"": 1, ""QS"": 1, ""RC"": 1, ""SH"": 1, ""SS"": 2, ""SZ"": 1, ""UT"": 3, ""VL"": 1}"
5464,,5x6,5x6-0B-AGA,AGA,0B,1,single,1,1,5x6-0B-AGA.json,1,ET_LRx3_QC_QS_RC_SH_SSx2_SZx2_UTx2_VL,"{""ET"": 1, ""LR"": 3, ""QC"": 1, ""QS"": 1, ""RC"": 1, ""SH"": 1, ""SS"": 2, ""SZ"": 2, ""UT"": 2, ""VL"": 1}"
5465,,5x6,5x6-0B-AGB,AGB,0B,1,single,1,1,5x6-0B-AGB.json,1,ET_LRx3_QC_QS_RC_SH_SSx2_SZx3_UTx2,"{""ET"": 1, ""LR"": 3, ""QC"": 1, ""QS"": 1, ""RC"": 1, ""SH"": 1, ""SS"": 2, ""SZ"": 3, ""UT"": 2}"
5466,,5x6,5x6-0B-AGC,AGC,0B,1,single,1,1,5x6-0B-AGC.json,1,ET_LRx3_QC_QS_RCx2_SH_UTx2_VLx4,"{""ET"": 1, ""LR"": 3, ""QC"": 1, ""QS"": 1, ""RC"": 2, ""SH"": 1, ""UT"": 2, ""VL"": 4}"
5467,,5x6,5x6-0B-AGD,AGD,0B,1,single,1,1,5x6-0B-AGD.json,1,ET_LRx3_QC_QS_RCx2_SH_SS_UTx3_VLx2,"{""ET"": 1, ""LR"": 3, ""QC"": 1, ""QS"": 1, ""RC"": 2, ""SH"": 1, ""SS"": 1, ""UT"": 3, ""VL"": 2}"
5468,,5x6,5x6-0B-AGE,AGE,0B,1,single,1,1,5x6-0B-AGE.json,1,ET_LRx4_QS_RCx3_SH_SSx2_SZ_UT_VL,"{""ET"": 1, ""LR"": 4, ""QS"": 1, ""RC"": 3, ""SH"": 1, ""SS"": 2, ""SZ"": 1, ""UT"": 1, ""VL"": 1}"
5469,,5x6,5x6-0B-AGF,AGF,0B,1,single,1,1,5x6-0B-AGF.json,1,ET_LRx4_QS_RCx4_SH_SZ_UTx2_VL,"{""ET"": 1, ""LR"": 4, ""QS"": 1, ""RC"": 4, ""SH"": 1, ""SZ"": 1, ""UT"": 2, ""VL"": 1}"
5470,,5x6,5x6-0B-AGG,AGG,0B,1,single,1,1,5x6-0B-AGG.json,1,ET_LRx4_QSx2_SH_SZ_UTx2_VLx4,"{""ET"": 1, ""LR"": 4, ""QS"": 2, ""SH"": 1, ""SZ"": 1, ""UT"": 2, ""VL"": 4}"
5471,,5x6,5x6-0B-AGH,AGH,0B,1,single,1,1,5x6-0B-AGH.json,1,ET_LRx4_QSx2_SH_SSx2_SZ_UTx2_VLx2,"{""ET"": 1, ""LR"": 4, ""QS"": 2, ""SH"": 1, ""SS"": 2, ""SZ"": 1, ""UT"": 2, ""VL"": 2}"
5472,,5x6,5x6-0B-AGI,AGI,0B,1,single,1,1,5x6-0B-AGI.json,1,ET_LRx4_QSx2_RC_SH_SZ_UTx4_VL,"{""ET"": 1, ""LR"": 4, ""QS"": 2, ""RC"": 1, ""SH"": 1, ""SZ"": 1, ""UT"": 4, ""VL"": 1}"
5473,,5x6,5x6-0B-AGJ,AGJ,0B,1,single,1,1,5x6-0B-AGJ.json,1,ET_LRx4_QSx2_RC_SH_SS_UTx3_VLx2,"{""ET"": 1, ""LR"": 4, ""QS"": 2, ""RC"": 1, ""SH"": 1, ""SS"": 1, ""UT"": 3, ""VL"": 2}"
5474,,5x6,5x6-0B-AGK,AGK,0B,1,single,1,1,5x6-0B-AGK.json,1,ET_LRx4_QSx2_RC_SH_SSx2_SZ_UTx2_VL,"{""ET"": 1, ""LR"": 4, ""QS"": 2, ""RC"": 1, ""SH"": 1, ""SS"": 2, ""SZ"": 1, ""UT"": 2, ""VL"": 1}"
5475,,5x6,5x6-0B-AGL,AGL,0B,1,single,1,1,5x6-0B-AGL.json,1,ET_LRx4_QSx2_RC_SH_SSx2_SZx2_UTx2,"{""ET"": 1, ""LR"": 4, ""QS"": 2, ""RC"": 1, ""SH"": 1, ""SS"": 2, ""SZ"": 2, ""UT"": 2}"
5476,,5x6,5x6-0B-AGM,AGM,0B,1,single,1,1,5x6-0B-AGM.json,1,ET_LRx4_QSx2_RCx2_SH_SS_UTx2_VLx2,"{""ET"": 1, ""LR"": 4, ""QS"": 2, ""RC"": 2, ""SH"": 1, ""SS"": 1, ""UT"": 2, ""VL"": 2}"
5477,,5x6,5x6-0B-AGN,AGN,0B,1,single,1,1,5x6-0B-AGN.json,1,ET_LRx4_QSx3_RC_SH_SSx2_UTx2_VL,"{""ET"": 1, ""LR"": 4, ""QS"": 3, ""RC"": 1, ""SH"": 1, ""SS"": 2, ""UT"": 2, ""VL"": 1}"
5478,,5x6,5x6-0B-AGO,AGO,0B,1,single,1,1,5x6-0B-AGO.json,1,ET_LRx4_QC_SH_SS_SZx2_UT_VLx4,"{""ET"": 1, ""LR"": 4, ""QC"": 1, ""SH"": 1, ""SS"": 1, ""SZ"": 2, ""UT"": 1, ""VL"": 4}"
5479,,5x6,5x6-0B-AGP,AGP,0B,1,single,1,1,5x6-0B-AGP.json,1,ET_LRx4_QC_RC_SH_SZ_UTx3_VLx3,"{""ET"": 1, ""LR"": 4, ""QC"": 1, ""RC"": 1, ""SH"": 1, ""SZ"": 1, ""UT"": 3, ""VL"": 3}"
5480,,5x6,5x6-0B-AGQ,AGQ,0B,1,single,1,1,5x6-0B-AGQ.json,1,ET_LRx4_QC_RC_SH_SS_SZ_UTx2_VLx3,"{""ET"": 1, ""LR"": 4, ""QC"": 1, ""RC"": 1, ""SH"": 1, ""SS"": 1, ""SZ"": 1, ""UT"": 2, ""VL"": 3}"
5481,,5x6,5x6-0B-AGR,AGR,0B,1,single,1,1,5x6-0B-AGR.json,1,ET_LRx4_QC_RC_SH_SSx2_SZ_UTx3_VL,"{""ET"": 1, ""LR"": 4, ""QC"": 1, ""RC"": 1, ""SH"": 1, ""SS"": 2, ""SZ"": 1, ""UT"": 3, ""VL"": 1}"
5482,,5x6,5x6-0B-AGS,AGS,0B,1,single,1,1,5x6-0B-AGS.json,1,ET_LRx4_QC_RC_SH_SSx2_SZx2_UTx2_VL,"{""ET"": 1, ""LR"": 4, ""QC"": 1, ""RC"": 1, ""SH"": 1, ""SS"": 2, ""SZ"": 2, ""UT"": 2, ""VL"": 1}"
5483,,5x6,5x6-0B-AGT,AGT,0B,1,single,1,1,5x6-0B-AGT.json,1,ET_LRx4_QC_RC_SH_SSx3_SZx2_VLx2,"{""ET"": 1, ""LR"": 4, ""QC"": 1, ""RC"": 1, ""SH"": 1, ""SS"": 3, ""SZ"": 2, ""VL"": 2}"
5484,,5x6,5x6-0B-AGU,AGU,0B,1,single,1,1,5x6-0B-AGU.json,1,ET_LRx4_QC_RCx2_SH_UTx2_VLx4,"{""ET"": 1, ""LR"": 4, ""QC"": 1, ""RC"": 2, ""SH"": 1, ""UT"": 2, ""VL"": 4}"
5485,,5x6,5x6-0B-AGV,AGV,0B,1,single,1,1,5x6-0B-AGV.json,1,ET_LRx4_QC_RCx2_SH_SZx2_UTx2_VLx2,"{""ET"": 1, ""LR"": 4, ""QC"": 1, ""RC"": 2, ""SH"": 1, ""SZ"": 2, ""UT"": 2, ""VL"": 2}"
5486,,5x6,5x6-0B-AGW,AGW,0B,1,single,1,1,5x6-0B-AGW.json,1,ET_LRx4_QC_RCx2_SH_SS_UTx3_VLx2,"{""ET"": 1, ""LR"": 4, ""QC"": 1, ""RC"": 2, ""SH"": 1, ""SS"": 1, ""UT"": 3, ""VL"": 2}"
5487,,5x6,5x6-0B-AGX,AGX,0B,1,single,1,1,5x6-0B-AGX.json,1,ET_LRx4_QC_RCx2_SH_SS_SZ_UT_VLx3,"{""ET"": 1, ""LR"": 4, ""QC"": 1, ""RC"": 2, ""SH"": 1, ""SS"": 1, ""SZ"": 1, ""UT"": 1, ""VL"": 3}"
5488,,5x6,5x6-0B-AGY,AGY,0B,1,single,1,1,5x6-0B-AGY.json,1,ET_LL_QCx2_RCx4_SH_SSx2_UTx2_VLx2,"{""ET"": 1, ""LL"": 1, ""QC"": 2, ""RC"": 4, ""SH"": 1, ""SS"": 2, ""UT"": 2, ""VL"": 2}"
5489,,5x6,5x6-0B-AGZ,AGZ,0B,1,single,1,1,5x6-0B-AGZ.json,1,ET_LL_QCx2_QS_RCx2_SH_SSx2_UTx2_VLx3,"{""ET"": 1, ""LL"": 1, ""QC"": 2, ""QS"": 1, ""RC"": 2, ""SH"": 1, ""SS"": 2, ""UT"": 2, ""VL"": 3}"
5490,,5x6,5x6-0B-AHA,AHA,0B,1,single,1,1,5x6-0B-AHA.json,1,ET_LL_QCx3_RCx2_SH_SS_UTx3_VLx3,"{""ET"": 1, ""LL"": 1, ""QC"": 3, ""RC"": 2, ""SH"": 1, ""SS"": 1, ""UT"": 3, ""VL"": 3}"
5491,,5x6,5x6-0B-AHB,AHB,0B,1,single,1,1,5x6-0B-AHB.json,1,ET_LL_QCx3_RCx2_SH_SSx3_SZ_UTx3,"{""ET"": 1, ""LL"": 1, ""QC"": 3, ""RC"": 2, ""SH"": 1, ""SS"": 3, ""SZ"": 1, ""UT"": 3}"
5492,,5x6,5x6-0B-AHC,AHC,0B,1,single,1,1,5x6-0B-AHC.json,1,ET_LL_QCx3_RCx4_SH_SSx2_UT_VLx2,"{""ET"": 1, ""LL"": 1, ""QC"": 3, ""RC"": 4, ""SH"": 1, ""SS"": 2, ""UT"": 1, ""VL"": 2}"
5493,,5x6,5x6-0B-AHD,AHD,0B,1,single,1,1,5x6-0B-AHD.json,1,ET_LL_QCx3_QSx2_RCx3_SH_SS_UT_VLx2,"{""ET"": 1, ""LL"": 1, ""QC"": 3, ""QS"": 2, ""RC"": 3, ""SH"": 1, ""SS"": 1, ""UT"": 1, ""VL"": 2}"
5494,,5x6,5x6-0B-AHE,AHE,0B,1,single,1,1,5x6-0B-AHE.json,1,ET_LL_QCx4_RCx3_SH_SSx2_SZ_VLx2,"{""ET"": 1, ""LL"": 1, ""QC"": 4, ""RC"": 3, ""SH"": 1, ""SS"": 2, ""SZ"": 1, ""VL"": 2}"
5495,,5x6,5x6-0B-AHF,AHF,0B,1,single,1,1,5x6-0B-AHF.json,1,ET_LL_LR_RC_SH_SS_SZ_UTx6_VLx2,"{""ET"": 1, ""LL"": 1, ""LR"": 1, ""RC"": 1, ""SH"": 1, ""SS"": 1, ""SZ"": 1, ""UT"": 6, ""VL"": 2}"
5496,,5x6,5x6-0B-AHG,AHG,0B,1,single,1,1,5x6-0B-AHG.json,1,ET_LL_LR_RC_SH_SSx2_SZx2_UTx6,"{""ET"": 1, ""LL"": 1, ""LR"": 1, ""RC"": 1, ""SH"": 1, ""SS"": 2, ""SZ"": 2, ""UT"": 6}"
5497,,5x6,5x6-0B-AHH,AHH,0B,1,single,1,1,5x6-0B-AHH.json,1,ET_LL_LR_RCx2_SH_SS_UTx7_VL,"{""ET"": 1, ""LL"": 1, ""LR"": 1, ""RC"": 2, ""SH"": 1, ""SS"": 1, ""UT"": 7, ""VL"": 1}"
5498,,5x6,5x6-0B-AHI,AHI,0B,1,single,1,1,5x6-0B-AHI.json,1,ET_LL_LR_RCx2_SH_SS_SZ_UTx5_VLx2,"{""ET"": 1, ""LL"": 1, ""LR"": 1, ""RC"": 2, ""SH"": 1, ""SS"": 1, ""SZ"": 1, ""UT"": 5, ""VL"": 2}"
5499,,5x6,5x6-0B-AHJ,AHJ,0B,1,single,1,1,5x6-0B-AHJ.json,1,ET_LL_LR_RCx2_SH_SSx2_SZ_UTx3_VLx3,"{""ET"": 1, ""LL"": 1, ""LR"": 1, ""RC"": 2, ""SH"": 1, ""SS"": 2, ""SZ"": 1, ""UT"": 3, ""VL"": 3}"
5500,,5x6,5x6-0B-AHK,AHK,0B,1,single,1,1,5x6-0B-AHK.json,1,ET_LL_LR_RCx2_SH_SSx2_SZx2_UT_VLx4,"{""ET"": 1, ""LL"": 1, ""LR"": 1, ""RC"": 2, ""SH"": 1, ""SS"": 2, ""SZ"": 2, ""UT"": 1, ""VL"": 4}"
5501,,5x6,5x6-0B-AHL,AHL,0B,1,single,1,1,5x6-0B-AHL.json,1,ET_LL_LR_RCx2_SH_SSx3_SZx3_UTx3,"{""ET"": 1, ""LL"": 1, ""LR"": 1, ""RC"": 2, ""SH"": 1, ""SS"": 3, ""SZ"": 3, ""UT"": 3}"
5502,,5x6,5x6-0B-AHM,AHM,0B,1,single,1,1,5x6-0B-AHM.json,1,ET_LL_LR_RCx2_SH_SSx3_SZx2_VLx4,"{""ET"": 1, ""LL"": 1, ""LR"": 1, ""RC"": 2, ""SH"": 1, ""SS"": 3, ""SZ"": 2, ""VL"": 4}"
5503,,5x6,5x6-0B-AHN,AHN,0B,1,single,1,1,5x6-0B-AHN.json,1,ET_LL_LR_RCx3_SH_SS_UTx4_VLx3,"{""ET"": 1, ""LL"": 1, ""LR"": 1, ""RC"": 3, ""SH"": 1, ""SS"": 1, ""UT"": 4, ""VL"": 3}"
5504,,5x6,5x6-0B-AHO,AHO,0B,1,single,1,1,5x6-0B-AHO.json,1,ET_LL_LR_RCx3_SH_SSx2_UTx3_VLx3,"{""ET"": 1, ""LL"": 1, ""LR"": 1, ""RC"": 3, ""SH"": 1, ""SS"": 2, ""UT"": 3, ""VL"": 3}"
5505,,5x6,5x6-0B-AHP,AHP,0B,1,single,1,1,5x6-0B-AHP.json,1,ET_LL_LR_RCx3_SH_SSx2_SZ_UT_VLx4,"{""ET"": 1, ""LL"": 1, ""LR"": 1, ""RC"": 3, ""SH"": 1, ""SS"": 2, ""SZ"": 1, ""UT"": 1, ""VL"": 4}"
5506,,5x6,5x6-0B-AHQ,AHQ,0B,1,single,1,1,5x6-0B-AHQ.json,1,ET_LL_LR_RCx3_SH_SSx3_SZx2_UT_VLx2,"{""ET"": 1, ""LL"": 1, ""LR"": 1, ""RC"": 3, ""SH"": 1, ""SS"": 3, ""SZ"": 2, ""UT"": 1, ""VL"": 2}"
5507,,5x6,5x6-0B-AHR,AHR,0B,1,single,1,1,5x6-0B-AHR.json,1,ET_LL_LR_RCx3_SH_SSx4_VLx4,"{""ET"": 1, ""LL"": 1, ""LR"": 1, ""RC"": 3, ""SH"": 1, ""SS"": 4, ""VL"": 4}"
5508,,5x6,5x6-0B-AHS,AHS,0B,1,single,1,1,5x6-0B-AHS.json,1,ET_LL_LR_RCx3_SH_SSx3_SZ_UTx2_VLx2,"{""ET"": 1, ""LL"": 1, ""LR"": 1, ""RC"": 3, ""SH"": 1, ""SS"": 3, ""SZ"": 1, ""UT"": 2, ""VL"": 2}"
5509,,5x6,5x6-0B-AHT,AHT,0B,1,single,1,1,5x6-0B-AHT.json,1,ET_LL_LR_RCx3_SH_SSx4_SZx3_VL,"{""ET"": 1, ""LL"": 1, ""LR"": 1, ""RC"": 3, ""SH"": 1, ""SS"": 4, ""SZ"": 3, ""VL"": 1}"
5510,,5x6,5x6-0B-AHU,AHU,0B,1,single,1,1,5x6-0B-AHU.json,1,ET_LL_LR_RCx3_SH_SSx3_SZx3_UT_VL,"{""ET"": 1, ""LL"": 1, ""LR"": 1, ""RC"": 3, ""SH"": 1, ""SS"": 3, ""SZ"": 3, ""UT"": 1, ""VL"": 1}"
5511,,5x6,5x6-0B-AHV,AHV,0B,1,single,1,1,5x6-0B-AHV.json,1,ET_LL_LR_RCx4_SH_SS_SZx2_VLx4,"{""ET"": 1, ""LL"": 1, ""LR"": 1, ""RC"": 4, ""SH"": 1, ""SS"": 1, ""SZ"": 2, ""VL"": 4}"
5512,,5x6,5x6-0B-AHW,AHW,0B,1,single,1,1,5x6-0B-AHW.json,1,ET_LL_LR_RCx4_SH_SSx2_UT_VLx4,"{""ET"": 1, ""LL"": 1, ""LR"": 1, ""RC"": 4, ""SH"": 1, ""SS"": 2, ""UT"": 1, ""VL"": 4}"
5513,,5x6,5x6-0B-AHX,AHX,0B,1,single,1,1,5x6-0B-AHX.json,1,ET_LL_LR_RCx4_SH_SSx2_SZ_UTx3_VL,"{""ET"": 1, ""LL"": 1, ""LR"": 1, ""RC"": 4, ""SH"": 1, ""SS"": 2, ""SZ"": 1, ""UT"": 3, ""VL"": 1}"
5514,,5x6,5x6-0B-AHY,AHY,0B,1,single,1,1,5x6-0B-AHY.json,1,ET_LL_LR_RCx4_SH_SSx3_UT_VLx3,"{""ET"": 1, ""LL"": 1, ""LR"": 1, ""RC"": 4, ""SH"": 1, ""SS"": 3, ""UT"": 1, ""VL"": 3}"
5515,,5x6,5x6-0B-AHZ,AHZ,0B,1,single,1,1,5x6-0B-AHZ.json,1,ET_LL_LR_RCx4_SH_SSx3_SZ_VLx3,"{""ET"": 1, ""LL"": 1, ""LR"": 1, ""RC"": 4, ""SH"": 1, ""SS"": 3, ""SZ"": 1, ""VL"": 3}"
5516,,5x6,5x6-0B-AIA,AIA,0B,1,single,1,1,5x6-0B-AIA.json,1,ET_LL_LR_RCx4_SH_SSx3_SZx2_VLx2,"{""ET"": 1, ""LL"": 1, ""LR"": 1, ""RC"": 4, ""SH"": 1, ""SS"": 3, ""SZ"": 2, ""VL"": 2}"
5517,,5x6,5x6-0B-AIB,AIB,0B,1,single,1,1,5x6-0B-AIB.json,1,ET_LL_LR_RCx4_SH_SSx4_UTx2_VL,"{""ET"": 1, ""LL"": 1, ""LR"": 1, ""RC"": 4, ""SH"": 1, ""SS"": 4, ""UT"": 2, ""VL"": 1}"
5518,,5x6,5x6-0B-AIC,AIC,0B,1,single,1,1,5x6-0B-AIC.json,1,ET_LL_LR_RCx4_SH_SSx3_SZx3_UT,"{""ET"": 1, ""LL"": 1, ""LR"": 1, ""RC"": 4, ""SH"": 1, ""SS"": 3, ""SZ"": 3, ""UT"": 1}"
5519,,5x6,5x6-0B-AID,AID,0B,1,single,1,1,5x6-0B-AID.json,1,ET_LL_LR_QS_RCx2_SH_SSx2_SZ_UTx2_VLx3,"{""ET"": 1, ""LL"": 1, ""LR"": 1, ""QS"": 1, ""RC"": 2, ""SH"": 1, ""SS"": 2, ""SZ"": 1, ""UT"": 2, ""VL"": 3}"
5520,,5x6,5x6-0B-AIE,AIE,0B,1,single,1,1,5x6-0B-AIE.json,1,ET_LL_LR_QS_RCx2_SH_SSx3_UT_VLx4,"{""ET"": 1, ""LL"": 1, ""LR"": 1, ""QS"": 1, ""RC"": 2, ""SH"": 1, ""SS"": 3, ""UT"": 1, ""VL"": 4}"
5521,,5x6,5x6-0B-AIF,AIF,0B,1,single,1,1,5x6-0B-AIF.json,1,ET_LL_LR_QS_RCx2_SH_SSx3_SZx2_UTx2_VL,"{""ET"": 1, ""LL"": 1, ""LR"": 1, ""QS"": 1, ""RC"": 2, ""SH"": 1, ""SS"": 3, ""SZ"": 2, ""UT"": 2, ""VL"": 1}"
5522,,5x6,5x6-0B-AIG,AIG,0B,1,single,1,1,5x6-0B-AIG.json,1,ET_LL_LR_QS_RCx2_SH_SSx4_SZx3_UT,"{""ET"": 1, ""LL"": 1, ""LR"": 1, ""QS"": 1, ""RC"": 2, ""SH"": 1, ""SS"": 4, ""SZ"": 3, ""UT"": 1}"
5523,,5x6,5x6-0B-AIH,AIH,0B,1,single,1,1,5x6-0B-AIH.json,1,ET_LL_LR_QS_RCx3_SH_SSx2_UTx2_VLx3,"{""ET"": 1, ""LL"": 1, ""LR"": 1, ""QS"": 1, ""RC"": 3, ""SH"": 1, ""SS"": 2, ""UT"": 2, ""VL"": 3}"
5524,,5x6,5x6-0B-AII,AII,0B,1,single,1,1,5x6-0B-AII.json,1,ET_LL_LR_QS_RCx3_SH_SSx2_SZ_VLx4,"{""ET"": 1, ""LL"": 1, ""LR"": 1, ""QS"": 1, ""RC"": 3, ""SH"": 1, ""SS"": 2, ""SZ"": 1, ""VL"": 4}"
